"PointID","x","y","z","Pressure","Velocity_x","Velocity_y","Velocity_z"
284, 1.289883479563215e+00, -4.153846153318766e+00, 1.163130940790017e-02, 1.772847442596057e-01, 1.908565290754276e-01, -6.451643569031544e-02, -7.536187364902780e-02
285, 1.289567258500208e+00, -3.807692307208870e+00, 5.597452088843278e-03, 2.247601907760519e-01, 2.080619140738426e-01, -6.406846957643504e-02, -8.271353625403158e-02
286, 1.289251037437177e+00, -3.461538461098974e+00, -4.364052302135123e-04, 3.096301037107819e-01, 2.556621753722535e-01, -1.008386145578818e-02, -1.029285960073355e-01
287, 1.288934816374126e+00, -3.115384614989078e+00, -6.470262549270252e-03, 2.255656075118242e-01, 2.093489282628642e-01, -3.753463005884658e-02, -8.314459708719407e-02
288, 1.288618595311062e+00, -2.769230768879180e+00, -1.250411986832700e-02, 1.622442106217512e-01, 1.107920325382456e-01, 4.964751090261323e-02, -4.533039930715568e-02
289, 1.288302374247990e+00, -2.423076922769283e+00, -1.853797718738376e-02, 8.049097898132082e-02, 1.005463778855269e-01, 9.960040849840139e-02, -4.202118054285538e-02
290, 1.287986153184915e+00, -2.076923076659385e+00, -2.457183450644055e-02, 1.383080769311776e-02, 6.217623490244906e-02, 9.044446485027531e-02, -2.649742262035007e-02
291, 1.287669932121843e+00, -1.730769230549488e+00, -3.060569182549740e-02, 4.554822549933298e-02, 1.992429465358302e-01, -6.165154228010647e-03, -8.023614493793067e-02
292, 1.287353711058778e+00, -1.384615384439590e+00, -3.663954914455438e-02, 7.728138154194002e-02, 1.239058970750622e-01, 3.238222970871309e-02, -5.032729965949487e-02
293, 1.287037489995728e+00, -1.038461538329693e+00, -4.267340646361144e-02, -2.501004497878995e-02, 5.720930529146954e-02, 4.558014573920031e-02, -2.388005769007103e-02
294, 1.286721268932697e+00, -6.923076922197948e-01, -4.870726378266870e-02, 3.669695444291646e-02, 1.523925162175462e-01, -7.102704174603687e-02, -6.025586055600189e-02
295, 1.286405047869690e+00, -3.461538461098970e-01, -5.474112110172615e-02, 6.035386304044225e-02, 9.669073485544008e-02, -9.304784933495655e-02, -3.746919938994039e-02
296, 9.548086887315054e-01, 0.000000000000000e+00, -3.108368816743819e-02, 8.549140050483953e-02, 4.673751059167883e-01, 3.761740361006990e-02, -2.347204867197036e-02
297, 6.210481061651043e-01, 0.000000000000000e+00, -2.692091827518818e-02, -2.053043562604922e-02, 4.951008398053318e-01, 2.945759437153206e-02, -2.124917716200628e-03
298, 2.872926627592481e-01, 0.000000000000000e+00, -3.030413271153080e-02, -1.042075411382996e-01, 5.309709569239328e-01, -4.478854286287690e-03, -3.324819347043904e-02
299, 1.440308533574042e-02, 0.000000000000000e+00, 2.929590884090152e-02, 9.000814832362944e-02, 7.382302611636721e-02, -1.044621590077169e-01, 2.539489002114430e-01
300, 3.200512532025711e-01, 0.000000000000000e+00, 1.473565602365106e-01, -3.087325640558001e-01, 6.382019661907339e-01, 3.134154421094323e-02, 1.288889088333025e-01
301, 6.529891234355917e-01, 0.000000000000000e+00, 1.439096147409855e-01, -4.233653059470018e-01, 6.908381300706375e-01, -1.194733684511097e-02, -9.985540570643038e-02
302, 9.754770715636878e-01, 0.000000000000000e+00, 6.139973626208743e-02, -1.464290658234900e-01, 3.942827734023588e-01, -4.306451099849972e-02, -1.324354724538694e-01
303, 1.286405047869690e+00, 3.461538461098964e-01, -5.474112110172615e-02, 1.308178234896256e-01, 8.909799337110025e-02, 2.909687161011244e-03, -3.598556345615011e-02
304, 1.286721268932697e+00, 6.923076922197933e-01, -4.870726378266873e-02, 9.390314366604254e-02, 9.839651273664833e-02, 1.304248986601381e-01, -3.734055917350535e-02
305, 1.287037489995728e+00, 1.038461538329689e+00, -4.267340646361151e-02, -3.230072157907645e-02, 9.784536795801205e-02, 1.123141338437983e-01, -3.737726645274268e-02
306, 1.287353711058778e+00, 1.384615384439585e+00, -3.663954914455445e-02, -7.518912001005824e-02, 7.907905319396832e-02, 8.464959997226965e-02, -3.025687765208480e-02
307, 1.287669932121843e+00, 1.730769230549483e+00, -3.060569182549749e-02, -4.066008588110681e-02, 6.882486024323291e-02, 7.375810056363753e-02, -2.630266949371036e-02
308, 1.287986153184915e+00, 2.076923076659380e+00, -2.457183450644063e-02, -3.610581820503514e-02, 1.349431705178412e-01, 5.213393603062690e-02, -5.306609248883585e-02
309, 1.288302374247990e+00, 2.423076922769278e+00, -1.853797718738384e-02, -7.969564250688919e-02, 1.171572829374416e-01, 2.907168110512434e-02, -4.635278225098412e-02
310, 1.288618595311062e+00, 2.769230768879176e+00, -1.250411986832708e-02, -3.100635498287270e-02, 9.020726012263790e-02, -7.853284179783541e-03, -3.638589781378598e-02
311, 1.288934816374126e+00, 3.115384614989074e+00, -6.470262549270331e-03, 9.924836167253849e-02, 1.513406303415742e-02, -3.109803588210180e-02, -6.649689311887491e-03
312, 1.289251037437177e+00, 3.461538461098970e+00, -4.364052302135730e-04, 1.500158693736606e-01, 9.362994213055024e-02, 2.456325383496082e-02, -3.725141200877970e-02
313, 1.289567258500208e+00, 3.807692307208868e+00, 5.597452088843254e-03, 1.324343441939667e-01, 1.024766420712676e-01, -2.124316006305679e-02, -4.167798803258858e-02
314, 1.289883479563215e+00, 4.153846153318767e+00, 1.163130940790016e-02, 8.030329824771745e-02, 1.094079526179562e-01, -1.056396708575359e-01, -4.564824581033457e-02
315, 9.589195625493944e-01, 4.499999999428663e+00, 4.735645698015934e-02, 4.877517624721389e-02, 4.147845603736257e-01, -1.954263126431831e-02, -1.963890577681984e-02
316, 6.251589799816901e-01, 4.499999999428663e+00, 5.151922687253624e-02, -1.084012379705436e-01, 4.339271562251012e-01, -3.914484240867178e-02, -2.765624448419389e-03
317, 2.914035365745297e-01, 4.499999999428663e+00, 4.813601243624714e-02, -2.500770564601762e-01, 5.158335433539279e-01, -1.641100725552340e-03, -4.883410013451792e-02
318, 1.851395914949787e-02, 4.499999999428663e+00, 1.077360539884950e-01, 1.019397347844083e-01, 1.859277731451452e-02, 1.768017772262712e-02, -6.015621712764733e-02
319, 3.241621270177548e-01, 4.499999999428663e+00, 2.257967053839428e-01, -5.308127742755538e-01, 5.891639540612715e-01, -5.066750504911952e-02, 7.077843631448756e-02
320, 6.570999972519147e-01, 4.499999999428663e+00, 2.223497598870882e-01, -3.482435471387956e-01, 6.936820094087663e-01, 4.257776973484769e-04, -1.098609581905864e-01
321, 9.795879453810936e-01, 4.499999999428663e+00, 1.398398814080554e-01, -6.705677115801764e-02, 5.045387222092040e-01, -2.155255807487570e-02, -1.651688720043739e-01
322, 1.277068639336824e+00, 4.833333332719679e+00, 2.993877598070933e-02, 3.250048763978182e-01, 1.498928280118575e-01, 3.881824293907214e-02, -6.055719245668927e-02
323, 1.263937578047399e+00, 5.166666666010692e+00, 4.221238523446200e-02, 1.816332338703703e-01, 1.409429510066792e-01, 6.984603324297686e-02, -5.493334166262961e-02
324, 1.250806516757933e+00, 5.499999999301703e+00, 5.448599448821500e-02, 1.366368911472018e-01, 7.559522440771579e-02, 1.384464603100245e-01, -2.756129264411564e-02
325, 1.237675455468443e+00, 5.833333332592714e+00, 6.675960374196822e-02, 6.184198892628293e-02, 1.303978524206046e-01, 1.060350197089954e-01, -5.022228752117082e-02
326, 1.224544394178944e+00, 6.166666665883723e+00, 7.903321299572150e-02, -4.913052260536990e-02, 5.865937751171452e-02, 4.334354351321501e-02, -2.261263647772663e-02
327, 1.211413332889454e+00, 6.499999999174732e+00, 9.130682224947463e-02, 8.502643696631609e-02, 8.566851914112160e-02, -5.898045217618367e-02, -3.632550678265211e-02
328, 1.198282271599988e+00, 6.833333332465745e+00, 1.035804315032277e-01, 1.204396794137477e-01, 2.731960194516451e-01, -8.694289372833906e-02, -1.094298415977834e-01
329, 1.185151210310563e+00, 7.166666665756759e+00, 1.158540407569803e-01, 2.878233971338409e-01, 9.273579377557715e-02, -5.248936646373276e-02, -3.905067252786086e-02
330, 8.294990568013558e-01, 7.499999999047773e+00, 1.555606844129616e-01, 8.374959551472479e-02, 4.839059788147964e-01, -6.556465242043148e-02, -2.268618528825500e-02
331, 4.847281568569233e-01, 7.499999999047773e+00, 1.588819346214222e-01, -1.282618906655646e-01, 6.111855583960906e-01, -1.993390759454821e-02, 9.351779716457618e-04
332, 1.399986126944884e-01, 7.499999999047771e+00, 1.527889977756000e-01, -2.688572113736212e-02, 4.309836797881443e-01, -1.076857966610480e-01, -3.193161818291081e-01
333, 1.722201229528426e-01, 7.499999999047773e+00, 2.909159015251997e-01, -2.194887586343410e-01, 9.164139100511499e-01, 7.720644763587867e-03, 3.644456701142721e-01
334, 5.140014220499355e-01, 7.499999999047771e+00, 3.213214361345518e-01, -4.888170478253085e-01, 7.222511167878152e-01, 1.897685818720478e-02, -4.654470256704627e-02
335, 8.509013533101004e-01, 7.499999999047773e+00, 2.536347557017899e-01, -1.681415714460525e-01, 4.883542431366046e-01, -2.003136367878744e-02, -1.501758608659617e-01
336, 1.162510633210104e+00, 7.833333332338783e+00, 1.460428014637911e-01, 2.438102672733111e-01, 1.512743847648864e-01, 1.885329219587644e-02, -6.015029727339907e-02
337, 1.153001117399070e+00, 8.166666665629794e+00, 1.639579529168498e-01, 1.590101973244143e-01, 2.678507269824664e-01, 3.108930345012021e-02, -1.065753503456402e-01
338, 1.143491601588077e+00, 8.499999998920806e+00, 1.818731043699086e-01, 1.585446333852757e-01, 4.080065578681775e-01, 3.237312559180366e-02, -1.610144193725695e-01
339, 1.133982085777109e+00, 8.833333332211819e+00, 1.997882558229674e-01, 1.726288218550576e-01, 3.296430515292031e-01, 6.086659872488350e-02, -1.297010128913559e-01
340, 1.124472569966149e+00, 9.166666665502834e+00, 2.177034072760264e-01, 1.002087430880705e-01, 2.592809712222874e-01, 9.694614250487328e-02, -1.000671777448463e-01
341, 1.114963054155181e+00, 9.499999998793847e+00, 2.356185587290852e-01, -1.124589904402638e-01, 3.179045730637776e-02, 8.525989894183473e-03, -1.236566115750362e-02
342, 1.105453538344188e+00, 9.833333332084859e+00, 2.535337101821439e-01, -3.187089255955208e-02, 3.466765284860963e-02, -3.397503332164092e-02, -1.537069950757369e-02
343, 1.095944022533154e+00, 1.016666666537587e+01, 2.714488616352025e-01, 1.282346689816101e-01, 2.662656627127957e-01, 5.207543252579266e-02, -1.061314953802100e-01
344, 7.832669014911772e-01, 1.049999999866688e+01, 3.136451669445136e-01, 4.070867353629570e-02, 4.834418301872902e-01, 2.133788330956849e-02, -6.021510652365519e-02
345, 4.781079769862041e-01, 1.049999999866688e+01, 3.165848266987335e-01, -4.146555515626421e-02, 5.674029821547841e-01, 3.176549664921575e-04, 1.773557674764011e-03
346, 1.729856570790095e-01, 1.049999999866688e+01, 3.111919294038362e-01, 4.864490731059179e-02, 4.837542671373650e-01, 1.095517020373079e-01, -2.881139204805943e-01
347, 2.015051201608233e-01, 1.049999999866688e+01, 4.334489330597007e-01, -1.954490654434518e-01, 6.819193477378346e-01, 3.640829329222433e-02, 3.092488859831387e-01
348, 5.040179293370972e-01, 1.049999999866688e+01, 4.603610664675075e-01, -3.989575757857858e-01, 9.218300460838300e-01, 5.097791646109987e-02, -4.799541970019081e-02
349, 8.022102091605727e-01, 1.049999999866688e+01, 4.004511540826338e-01, -3.562325886552092e-01, 5.188216352744599e-01, 8.725112888767486e-02, -1.583960638799400e-01
350, 1.068561693366963e+00, 1.083333333195790e+01, 3.140850872394910e-01, 1.102730135399365e-01, 9.807828606050609e-02, 5.958775553103306e-02, -3.636219416890682e-02
351, 1.050688880011807e+00, 1.116666666524892e+01, 3.388061613907777e-01, -5.911567135507589e-02, 1.672153351260515e-01, 1.545055336750929e-01, -5.906682422091723e-02
352, 1.032816066656610e+00, 1.149999999853993e+01, 3.635272355421052e-01, -1.170533160675217e-01, 2.532060618747262e-01, 8.824508886702621e-02, -9.809122545441820e-02
353, 1.014943253301388e+00, 1.183333333183093e+01, 3.882483096934572e-01, -5.528154304450506e-02, 4.064505233873569e-01, -1.459820736597059e-02, -1.648798724884296e-01
354, 9.970704399461587e-01, 1.216666666512194e+01, 4.129693838448174e-01, -4.537731778054763e-02, 3.810390504129178e-01, -3.843760408362093e-03, -1.530631822217740e-01
355, 9.791976265909370e-01, 1.249999999841294e+01, 4.376904579961693e-01, -5.495603178453966e-02, 3.702879979002307e-01, -3.643776849862554e-02, -1.514977802035636e-01
356, 9.613248132357400e-01, 1.283333333170395e+01, 4.624115321474968e-01, -1.353964899940182e-01, 6.145678904770977e-01, -3.131254265759002e-02, -2.550039980369797e-01
357, 9.434519998805838e-01, 1.316666666499497e+01, 4.871326062987835e-01, -1.691671562448636e-01, 5.055903690834588e-01, -1.119774124457837e-01, -2.111088855720414e-01
358, 5.978775743645144e-01, 1.349999999828599e+01, 5.268552014245504e-01, 3.956481465931838e-02, 7.564473154335347e-01, -5.638937757894005e-02, -9.577428117107008e-02
359, 2.611842330287010e-01, 1.349999999828599e+01, 5.244980839505203e-01, -1.566803605249384e-03, 8.602982492227644e-01, 0.000000000000000e+00, 1.473747389569467e-01
360, 2.741453027612658e-01, 1.349999999828599e+01, 6.311263632938879e-01, 6.169138686216132e-02, 5.219268196985598e-01, -4.552013214904719e-01, 1.888295977138283e-01
361, 6.086364642320595e-01, 1.349999999828599e+01, 6.243829679517178e-01, -3.397865783054252e-01, 8.815289178323239e-01, -6.808495468928447e-02, -1.608974583954656e-01
362, 8.949544125340401e-01, 1.383333333157700e+01, 5.420995515768396e-01, -1.157102043695612e-01, 4.537660725862728e-01, -5.622117408659864e-02, -1.817972192029193e-01
363, 8.643296385425949e-01, 1.416666666486801e+01, 5.723454227036661e-01, -4.108598023646913e-01, 2.878348500696953e-01, -1.206793117382663e-01, -1.162689478333216e-01
364, 8.337048645511499e-01, 1.449999999815902e+01, 6.025912938304927e-01, -1.299953269528374e-01, 2.932792920449635e-01, -1.301826329677296e-01, -1.174515823960687e-01
365, 8.030800905597049e-01, 1.483333333145004e+01, 6.328371649573190e-01, -2.676272489361912e-02, 3.645135305436740e-01, -8.140428976602272e-02, -1.255677164202210e-01
366, 7.724553165682597e-01, 1.516666666474105e+01, 6.630830360841456e-01, 3.656075159382925e-02, 3.565491085464500e-01, -1.734561225476543e-02, -1.253243628386724e-01
367, 7.418305425768146e-01, 1.549999999803206e+01, 6.933289072109722e-01, 4.605092625036251e-02, 2.334807626910790e-01, 4.756825311753000e-02, -7.628615918115476e-02
368, 7.112057685853694e-01, 1.583333333132307e+01, 7.235747783377988e-01, 2.383272167348953e-01, 2.683069981963010e-01, 2.483297618234974e-01, -7.092140170996787e-02
369, 6.805809945939243e-01, 1.616666666461409e+01, 7.538206494646255e-01, 9.491364782286672e-02, 3.485448876743994e-01, 1.308521579328374e-01, -9.455928423243920e-02
370, 3.644812875413937e-01, 1.649999999790510e+01, 7.840553031169231e-01, 1.227347426873942e-01, 2.142711479645532e-01, 1.328216353121798e-01, 3.802864783499331e-01
371, 6.581122844304438e-01, -1.649999999790510e+01, 7.815220780267750e-01, 1.354013983745577e-01, 6.466184200302266e-01, 1.053641895676928e-02, -2.022170682826788e-01
372, 9.363312359766673e-01, -1.349999999828599e+01, 5.066441219847727e-01, -1.480720573093725e-01, 4.457088777233191e-01, -3.184920960541875e-02, -2.144355133639791e-01
373, 1.091286334001446e+00, -1.049999999866688e+01, 2.864593072136301e-01, 8.345434395151635e-02, 1.040475157596028e-01, -1.945611139914106e-03, -6.221408144203535e-02
374, 1.177501780805500e+00, -7.499999999047772e+00, 1.248458909701491e-01, 2.810046366083638e-01, 1.606198254915631e-01, 7.227436085940112e-02, -9.796368092185125e-02
375, 1.296264484730421e+00, -4.499999999428663e+00, 1.403428438376820e-02, 1.395332096544450e-01, 1.215417137105309e-01, -4.061744731798603e-02, -7.209730673530514e-02
376, 1.292153610910943e+00, 0.000000000000000e+00, -6.440586076397271e-02, 8.649603415959382e-02, 1.024572873754064e-01, -3.506783981605661e-02, -6.133942268496199e-02
377, 1.296264484730421e+00, 4.499999999428663e+00, 1.403428438376820e-02, 2.701517857383813e-01, 1.611786972424024e-01, -5.038709089038467e-02, -9.732314491375507e-02
378, 1.177501780805500e+00, 7.499999999047772e+00, 1.248458909701491e-01, 1.855585211322182e-01, 1.408273837551965e-01, -1.455640739174684e-02, -8.467414412062590e-02
379, 1.091286334001446e+00, 1.049999999866688e+01, 2.864593072136301e-01, 1.053438716119718e-01, 2.879683093253034e-01, 1.234163055997683e-01, -1.674929937520096e-01
380, 9.363312359766673e-01, 1.349999999828599e+01, 5.066441219847727e-01, -9.444659167691566e-02, 5.106125162894358e-01, -1.041156866464502e-01, -2.523642780123189e-01
381, 6.581122844304438e-01, 1.649999999790510e+01, 7.815220780267750e-01, 3.444905255070244e-01, 2.021218366845043e-01, 1.345906850272849e-01, -5.677250427184728e-02
882, 7.185641717072497e-01, -1.548490530674975e+01, 6.894158155513584e-01, 1.429623717137047e-01, 3.653033204054669e-01, -4.805449412373867e-02, -1.341387924852604e-01
883, 7.369226532370554e-01, -1.534579136517475e+01, 6.764672736520746e-01, 1.116258193251157e-01, 4.551480447891171e-01, 7.424839928266962e-02, -1.643920883318133e-01
884, 7.335572554644134e-01, -1.523971465390681e+01, 6.807644606076326e-01, -8.832464499167744e-02, 4.214390403356431e-01, 1.054283805282643e-01, -1.510089293890026e-01
885, 7.262707841823167e-01, -1.514070719881562e+01, 6.775137094228739e-01, -2.412626846531550e-01, 5.669075443819448e-01, 9.362955770193827e-02, 5.107611224712817e-03
886, 7.190199696094464e-01, -1.561779691941291e+01, 7.000679481246056e-01, -8.275185801802346e-02, 3.016566051186495e-01, -1.715357330780562e-01, -1.700549504791856e-02
887, 7.383968645614426e-01, -1.502791381220777e+01, 6.668404461098465e-01, -4.063948791389949e-01, 5.074998470280885e-01, 1.418977538247426e-01, -1.213453008533643e-01
888, 6.985051787442271e-01, -1.565649382589078e+01, 7.050022845160890e-01, 1.657701578617645e-01, 6.961014707442174e-03, 7.117229933169646e-02, 1.103162933958715e-01
889, 7.258918889570801e-01, -1.529211716310832e+01, 6.864297182804657e-01, 1.120223031154855e-03, 2.020628160218245e-01, 1.064849796509203e-01, -2.724927720412522e-01
890, 7.213124297521463e-01, -1.547660800048862e+01, 6.988274223067894e-01, -1.635644797231360e-01, 4.272985073263234e-01, 7.453250685469771e-02, -4.103521105348053e-02
891, 5.745663325819048e-01, -1.368989340027258e+01, 6.420752087573276e-01, -2.195816419503918e-01, 7.131069918217080e-01, -1.004926119174683e-01, 3.654038085718223e-01
892, 4.202964930943131e-01, -1.357171918727257e+01, 6.489415122864619e-01, -2.644005811680692e-01, 9.671760256104511e-01, 4.784860040144773e-02, 2.970447911492362e-01
893, 7.728411557591983e-01, -1.442036705383734e+01, 6.203124192986579e-01, -3.229564884440187e-01, 5.227176017668286e-01, 9.176635773696497e-02, -1.000179953573955e-01
894, 7.919846537812312e-01, -1.431569014435163e+01, 6.074613264368249e-01, -3.640192328157988e-01, 4.263054594933418e-01, 4.356688065678180e-02, -1.603742438518274e-01
895, 7.270404537516785e-01, -1.395289466077573e+01, 6.126757088427489e-01, -4.242260269421612e-01, 5.747672020062750e-01, 4.197675220379124e-02, -1.109923685234441e-01
896, 6.593152567171062e-01, -1.492940561385033e+01, 6.466010564458572e-01, 2.108552258822353e-02, 3.019038216559258e-01, 8.928320471043819e-02, -6.642953832667318e-02
897, 7.021756009189921e-01, -1.481782137864931e+01, 6.677679161174532e-01, -5.918492403741164e-02, 2.809204884796516e-01, 2.432466848951492e-01, -5.585946483098341e-02
898, 4.770019261054114e-01, -1.492222127785172e+01, 6.486318094061609e-01, 1.213295105519360e-01, 2.356076417272594e-01, 1.879134016021630e-01, 3.188950482365728e-01
899, 7.362424683564084e-01, -1.425940089062387e+01, 6.252060311915513e-01, -1.284487071977430e-01, 2.457545586727194e-01, -3.667819733585566e-02, -2.511022060485600e-01
900, 7.413940010201711e-01, -1.416928801753943e+01, 6.184897706776366e-01, -5.097314362760260e-01, 3.993291809278351e-01, 8.356985530887015e-02, -1.467635421837281e-01
901, 7.415990080926234e-01, -1.533313043785401e+01, 6.835106589269835e-01, -1.831106707362056e-01, 3.904650648488981e-01, 1.028607919960828e-01, -1.390176292293088e-01
902, 6.160063124427231e-01, -1.412135433723661e+01, 6.579031812277101e-01, -4.665957956018751e-01, 5.374041433668034e-01, 1.610856222570433e-01, 2.220703440389484e-02
903, 7.353978676740252e-01, -1.416029983253668e+01, 5.802528804388163e-01, 3.921849937230124e-02, 3.769861452884855e-01, 6.221873284655139e-02, -6.288230370978729e-02
904, 7.094680476142754e-01, -1.406667678878629e+01, 5.730892062711268e-01, -1.395565103344797e-01, 2.444711983973586e-01, 1.504981890469158e-01, -2.533890846986490e-02
905, 6.858531135544996e-01, -1.598712961162114e+01, 7.410876723567708e-01, 1.352918988543694e-01, 2.793018572604869e-02, 6.430135713190752e-02, -1.134337952803700e-01
906, 7.059181161985253e-01, -1.503936972144261e+01, 6.541503260055871e-01, -1.908747383276121e-01, 3.716094971499985e-01, 1.655327498958834e-01, -1.683794630319169e-01
907, 7.675934107422683e-01, -1.453245527718396e+01, 6.088583612438392e-01, 9.791548385868602e-02, 3.972358012067977e-01, 7.400428664863117e-02, 3.625559220424610e-01
908, 7.191696589352424e-01, -1.561390200345649e+01, 7.077193145306633e-01, -3.504387165913393e-01, 4.248701830359913e-01, 3.787714128486001e-02, -1.152847830595869e-02
909, 7.356241464778828e-01, -1.513719357273818e+01, 6.599809072016730e-01, 2.598128464726167e-01, 4.379981154143880e-01, 1.152840774793178e-01, -1.132083747365718e-01
910, 3.081846091717264e-01, -1.410417145870872e+01, 6.762485711201329e-01, 7.553194031542773e-02, 4.747431007225621e-02, 1.044347731673302e-01, 1.913718650988903e-01
911, 6.073230604908785e-01, -1.409606010841338e+01, 5.770681892785228e-01, -3.854546742582780e-02, 3.943381508985672e-01, -4.332445592395030e-02, -1.161929900559251e-01
912, 6.880396399100515e-01, -1.373251391545285e+01, 5.452130360517677e-01, 1.804881265808517e-02, 4.808352680126433e-01, -1.345270674291774e-02, -8.304997440218367e-02
913, 7.197188787781885e-01, -1.373075926902270e+01, 6.039913398679779e-01, -5.573112503939993e-01, 5.454130633101348e-01, -5.635235780370285e-02, -1.784879001081797e-01
914, 7.561611785525286e-01, -1.395000315555992e+01, 5.620392334345127e-01, -1.452327416207435e-01, 2.109172741167154e-01, 1.015778884479331e-01, -2.521611626035875e-02
915, 7.831599379652679e-01, -1.363901397862822e+01, 5.745704474047132e-01, -3.157719861848085e-01, 5.588289912653109e-01, -4.011833247657644e-02, -2.033930171645960e-01
916, 5.737042999383737e-01, -1.636141650136003e+01, 7.961582680232265e-01, -1.111172798023264e-02, 7.645332307799610e-01, -8.810044677597396e-02, 2.955634324996459e-02
917, 5.577871208486755e-01, -1.640517118761522e+01, 7.726491701538589e-01, 3.120858856640335e-01, 4.481520425163324e-01, -2.176017564049172e-03, -6.000552473859645e-02
918, 6.336309504016443e-01, -1.627122828884580e+01, 7.596119175320127e-01, 4.992935878954080e-01, 4.646630832409390e-01, -3.503736573943125e-02, -1.238494904366429e-01
919, 7.497612662707918e-01, -1.470291596864945e+01, 6.444107253951671e-01, 1.919683430115956e-03, 5.705987915355010e-01, 1.244671733888819e-01, -1.479072922384718e-01
920, 6.839724116089679e-01, -1.490794088127795e+01, 6.791181784524001e-01, -4.467109076721568e-01, 6.141833611225694e-01, 1.079550054165029e-01, -9.281291934684625e-03
921, 7.722219723166182e-01, -1.464185797440272e+01, 6.171241641825015e-01, 2.088780709784458e-02, 3.587067125663009e-01, 1.525277122924779e-01, -1.311814254129514e-01
922, 7.334068505978563e-01, -1.443561531623330e+01, 6.031305570407056e-01, 1.974647291435870e-01, 4.344798234777316e-01, 2.412453290390516e-02, -1.584337699260416e-01
923, 7.992344121651710e-01, -1.434385758565664e+01, 5.908589361092270e-01, 1.669622290957693e-01, 4.182005988499174e-01, 7.336199368390968e-02, -1.153885521860582e-01
924, 7.700728903374474e-01, -1.471092640021983e+01, 6.227935668577966e-01, 1.842214032973752e-01, 4.477504061770234e-01, 1.176898151538000e-01, -1.393757194352022e-01
925, 5.262697451541798e-01, -1.362840384008913e+01, 5.385031143018361e-01, -1.223695987603450e-01, 5.817127003545998e-01, -3.935359113502342e-03, -1.514912053194287e-01
926, 6.268067842376109e-01, -1.396622357365785e+01, 5.658181521609953e-01, -1.819035074251164e-01, 1.011901753695291e-01, 1.839831250512671e-01, -2.344189684466293e-02
927, 4.420339254880384e-01, -1.157047677623494e+01, 3.918199349323523e-01, -1.469186653087140e-01, 1.096213101800997e-01, -3.730867479346694e-02, -1.651775523075351e-01
928, 4.447463470227349e-01, -1.132288021289253e+01, 5.123972709387702e-01, -3.004468958942118e-01, 2.446037200748395e-01, -5.087697656558140e-02, 4.812957789798409e-01
929, 4.571685376185017e-01, -1.155484788070646e+01, 5.261257977033462e-01, -7.208098151510675e-01, 5.024721847400161e-01, -8.112831801069534e-02, 1.883116736632980e-01
930, 5.479810105057122e-01, -1.102974352339110e+01, 3.537445841874409e-01, -2.374675913682315e-01, 4.057849152581940e-01, -9.027549348330909e-02, -5.107003369084193e-02
931, 5.439513069961603e-01, -1.131043632970828e+01, 3.735107581098214e-01, -1.997820214295540e-01, 4.000084834981493e-01, -4.322083284096869e-02, -5.876219614353177e-02
932, 8.132284420092363e-01, -1.124441296372568e+01, 3.654663313433477e-01, 1.325939719610168e-02, 3.823354908287034e-01, -8.714258578641930e-02, -1.594368502721632e-02
933, 4.490051924303136e-01, -1.182041488107478e+01, 4.094706452278566e-01, -2.739466376300372e-01, 2.323979097158258e-01, -1.855166300871435e-01, -1.264994751208508e-01
934, 5.967801126917222e-01, -1.191178987182649e+01, 4.153321728147592e-01, -2.118987567445516e-01, 2.756814172796014e-01, -7.218692514738345e-02, -2.802275433557961e-02
935, 5.333340576342860e-01, -1.168042752196089e+01, 3.995941246116568e-01, -3.290547330896459e-01, 2.567342526445884e-01, -4.790254765000825e-03, -3.187034521537197e-02
936, 8.216665172590404e-01, -1.246182842173848e+01, 4.972775504434407e-01, -4.034769582319895e-01, 4.901868605483696e-01, -1.259212750996364e-01, 6.797215709188700e-02
937, 7.558193758928207e-01, -1.237443230067278e+01, 4.456225740401288e-01, -6.783248185731286e-02, 4.040723720119049e-01, -2.134954560586404e-01, -5.606944423353645e-02
938, 6.064781700708747e-01, -1.225719942597733e+01, 4.394780475161060e-01, -1.877335835275582e-01, 4.509530518867377e-01, -2.141877467461339e-01, 1.918421375598841e-01
939, 7.313340848987764e-01, -1.227418503091222e+01, 4.389193828383618e-01, -1.316063587725252e-01, 4.536486846696522e-01, -1.610521355783140e-01, 3.077977639279878e-03
940, 8.714745677723261e-01, -1.263081121556326e+01, 4.588819324534169e-01, -1.500415417306767e-01, 4.014753224075766e-01, -4.872737144848698e-02, -1.501397946627533e-01
941, 8.871104746298102e-01, -1.278670035791863e+01, 4.886194310978367e-01, -3.192991920924692e-01, 6.141124546164750e-01, -5.923480950727390e-02, -2.510275038351983e-02
942, 8.787067224367666e-01, -1.279056404731110e+01, 4.689779762947849e-01, 8.591327840914095e-02, 4.841369540994442e-01, 3.383668166224667e-02, -2.399667116537424e-01
943, 7.414109305830283e-01, -1.316240207010907e+01, 5.011385710159670e-01, -6.171244800206775e-02, 7.321931080568297e-01, 2.740214648146834e-02, 1.189844751689694e-01
944, 7.508345290260805e-01, -1.323520665960749e+01, 5.060929996505780e-01, 2.572172914987115e-02, 6.178087960522962e-01, 6.918356994376766e-02, -2.183248758767673e-01
945, 7.825471786181715e-01, -1.309964612354435e+01, 4.958898694742528e-01, -9.338260917061725e-02, 6.940592041090649e-01, 4.854703208507129e-02, -5.201234360402458e-02
